Gene	log10_ci_low	log10_ci_high	log10_map	group	group2	Ensembl_transcript_id
RNF32	-6.23489503	-3.00157951	-4.51596695	Autosome	Autosome	ENST00000405335
RNF34	-1.38873716	-0.09623389	-0.67401184	Autosome	Autosome	ENST00000392465
RNF38	-1.00868895	-0.06462147	-0.38738186	Autosome	Autosome	ENST00000259605
RNF39	-6.13608208	-1.99564923	-3.31621894	Autosome	Autosome	ENST00000244360
RNF4	-2.33973296	-0.00509481	-0.82175936	Autosome	Autosome	ENST00000511600
RNF40	-5.88572165	-1.94031047	-3.26298695	Autosome	Autosome	ENST00000324685
RNF41	-1.34968422	-0.09406018	-0.68311837	Autosome	Autosome	ENST00000345093
RNF43	-1.75872751	-0.94218063	-1.35416872	Autosome	Autosome	ENST00000584437
RNF44	-1.68062247	-0.54913453	-1.1837615	Autosome	Autosome	ENST00000274811
RNF5	-6.12554974	-1.8969307	-3.4153459	Autosome	Autosome	ENST00000375094
RNF6	-1.86248274	-1.11711677	-1.45637155	Autosome	Autosome	ENST00000381588
RNF7	-6.07592851	-0.63986845	-1.53058492	Autosome	Autosome	ENST00000273480
RNF8	-1.18485658	-0.08242153	-0.54677615	Autosome	Autosome	ENST00000373479
RNFT1	-6.16895434	-2.19605206	-3.26729024	Autosome	Autosome	ENST00000305783
RNFT2	-3.84439817	-1.04684318	-1.67785991	Autosome	Autosome	ENST00000257575
RNGTT	-1.58507361	-0.67472084	-1.15879103	Autosome	Autosome	ENST00000369485
RNH1	-6.18705957	-2.18604096	-3.11842001	Autosome	Autosome	ENST00000534797
RNLS	-6.20444382	-2.29366049	-3.77158884	Autosome	Autosome	ENST00000331772
RNMT	-3.01708766	-0.95014527	-1.58904298	Autosome	Autosome	ENST00000383314
RNMTL1	-6.05410407	-1.69756859	-2.27679473	Autosome	Autosome	ENST00000304478
RNPEP	-6.07278284	-2.03867357	-3.0014705	Autosome	Autosome	ENST00000295640
RNPEPL1	-3.19577171	-0.83614446	-1.54444206	Autosome	Autosome	ENST00000270357
RNPS1	-1.58840838	-0.0858141	-0.71585942	Autosome	Autosome	ENST00000565678
ROBO1	-1.94773192	-1.39224715	-1.63282682	Autosome	Autosome	ENST00000464233
ROBO2	-6.09056693	-2.95040577	-4.05187163	Autosome	Autosome	ENST00000487694
ROBO3	-1.83834943	-1.18633602	-1.49581441	Autosome	Autosome	ENST00000397801
ROBO4	-6.09195278	-2.21809775	-3.38033078	Autosome	Autosome	ENST00000306534
ROCK1	-1.25953075	-0.55494036	-0.9164373	Autosome	Autosome	ENST00000399799
ROCK2	-1.20223167	-0.44621039	-0.84383033	Autosome	Autosome	ENST00000315872
ROGDI	-6.109549	-1.80394184	-2.6071595	Autosome	Autosome	ENST00000322048
ROM1	-6.0944625	-1.82055247	-2.50940483	Autosome	Autosome	ENST00000278833
ROMO1	-5.56238675	-0.0209597	-0.960915	Autosome	Autosome	ENST00000374078
ROPN1	-6.19655951	-2.17714319	-3.50588683	Autosome	Autosome	ENST00000184183
ROPN1B	-6.20454875	-2.28282969	-3.95573083	Autosome	Autosome	ENST00000514116
ROPN1L	-6.15522772	-2.33559386	-3.75172999	Autosome	Autosome	ENST00000503804
ROR1	-1.32904139	-0.26374511	-0.83020956	Autosome	Autosome	ENST00000371079
ROR2	-3.78146129	-1.29410228	-1.88222234	Autosome	Autosome	ENST00000375708
RORA	-1.25444818	-0.24516783	-0.74108224	Autosome	Autosome	ENST00000261523
RORB	-1.16637341	-0.08442131	-0.53159231	Autosome	Autosome	ENST00000376896
RORC	-6.10624652	-2.47139563	-3.52861011	Autosome	Autosome	ENST00000318247
ROS1	-5.15814625	-1.90568054	-2.80728606	Autosome	Autosome	ENST00000368508
RP1	-5.6060265	-1.66793923	-2.21157649	Autosome	Autosome	ENST00000220676
RP1-130H16.18	-6.20722615	-2.34160528	-3.67927961	Autosome	Autosome	ENST00000434291
RP1-170O19.20	-6.12170217	-1.68036146	-4.14906076	Autosome	Autosome	ENST00000470747
RP1-66C13.4	-5.14510964	-0.00815279	-0.91341978	Autosome	Autosome	ENST00000582441
RP11-1012A1.4	-5.7609137	-0.08415351	-1.01106201	Autosome	Autosome	ENST00000557564
RP11-101E3.5	-3.36584309	-0.00612674	-0.85108534	Autosome	Autosome	ENST00000482796
RP11-1035H13.3	-1.77016121	-0.33012796	-1.06606008	Autosome	Autosome	ENST00000567078
RP11-1055B8.7	-1.18507924	-0.34046331	-0.8033826	Autosome	Autosome	ENST00000307745
RP11-108K14.8	-5.73319415	-1.28764127	-1.88021773	Autosome	Autosome	ENST00000468317
RP11-1105G2.3	-6.10309911	-0.48221705	-1.27782774	Autosome	Autosome	ENST00000551941
RP11-1167A19.2	-6.146673	-0.28690104	-1.19724737	Autosome	Autosome	ENST00000529036
RP11-126K1.2	-6.15253098	-0.27012348	-1.21294838	Autosome	Autosome	ENST00000447795
RP11-131H24.4	-6.06319228	-0.23772175	-1.15649852	Autosome	Autosome	ENST00000557646
RP11-1396O13.13	-6.18628562	-0.73563257	-1.64644666	Autosome	Autosome	ENST00000508324
RP11-139J15.7	-6.1861954	-1.4608407	-2.45475859	Autosome	Autosome	ENST00000606425
RP11-1407O15.2	-6.14593163	-2.41139616	-3.24522609	Autosome	Autosome	ENST00000520237
RP11-144F15.1	-6.15556422	-0.94045584	-1.91049372	Autosome	Autosome	ENST00000551505
RP11-152F13.10	-1.28323249	-0.09058528	-0.59042768	Autosome	Autosome	ENST00000562833
RP11-155D18.14	-4.0930036	-0.00621173	-0.83809726	Autosome	Autosome	ENST00000489595
RP11-159G9.5	-1.49455865	-0.09475027	-0.68752627	Autosome	Autosome	ENST00000473136
RP11-162P23.2	-6.17316228	-2.06673232	-3.56874396	Autosome	Autosome	ENST00000546840
RP11-166B2.1	-6.2477579	-2.4344356	-3.84174742	Autosome	Autosome	ENST00000399147
RP11-176H8.1	-4.82663584	-0.00722599	-0.8820121	Autosome	Autosome	ENST00000547378
RP11-178C3.1	-1.89367601	-0.02623389	-0.80679137	Autosome	Autosome	ENST00000591035
RP11-192H23.4	-6.12018025	-2.03161845	-3.08866605	Autosome	Autosome	ENST00000531839
RP11-196G11.1	-3.33599454	-0.00602351	-0.85098406	Autosome	Autosome	ENST00000529564
RP11-201K10.3	-6.15112513	-1.80375299	-2.92703036	Autosome	Autosome	ENST00000473363
RP11-20I23.1	-6.22551879	-2.38386327	-3.85505907	Autosome	Autosome	ENST00000564543
RP11-216L13.17	-2.0234348	-0.00986982	-0.81350711	Autosome	Autosome	ENST00000456614
RP11-279O9.4	-6.16185872	-0.31000056	-1.28207539	Autosome	Autosome	ENST00000512874
RP11-286N22.8	-6.22685614	-2.41670546	-4.1548899	Autosome	Autosome	ENST00000541135
RP11-295K3.1	-1.6014808	-0.08034823	-0.77477832	Autosome	Autosome	ENST00000427721
RP11-295P9.3	-6.12354231	-1.69739485	-2.40806444	Autosome	Autosome	ENST00000601460
RP11-298I3.5	-2.03901007	-0.01154605	-0.77565234	Autosome	Autosome	ENST00000555074
RP11-302B13.5	-4.78888392	-0.21870945	-1.26245218	Autosome	Autosome	ENST00000398092
RP11-315D16.2	-6.16411204	-1.59058217	-2.26595155	Autosome	Autosome	ENST00000562767
RP11-318A15.7	-6.16378498	-0.9764088	-1.83617902	Autosome	Autosome	ENST00000587459
RP11-321M21.3	-6.21939853	-0.36416369	-1.38300893	Autosome	Autosome	ENST00000578340
RP11-322E11.6	-6.15856467	-0.304999	-1.19642121	Autosome	Autosome	ENST00000589258
RP11-343C2.11	-1.24135694	-0.09102289	-0.57934755	Autosome	Autosome	ENST00000570054
RP11-343C2.12	-6.2035103	-0.76961997	-1.6554553	Autosome	Autosome	ENST00000562949
RP11-343C2.9	-6.18174381	-1.96356441	-3.25989951	Autosome	Autosome	ENST00000563634
RP11-371E8.4	-6.09749114	-1.42927366	-2.05233613	Autosome	Autosome	ENST00000557574
RP11-383H13.1	-2.1403534	-0.00195437	-0.77001653	Autosome	Autosome	ENST00000537896
RP11-385D13.1	-6.01453057	-2.00780752	-3.00973409	Autosome	Autosome	ENST00000455584
RP11-404P21.8	-6.19067995	-1.0638969	-2.080269	Autosome	Autosome	ENST00000553811
RP11-407N17.3	-1.94351522	-1.1536351	-1.52015924	Autosome	Autosome	ENST00000603904
RP11-408E5.4	-6.18457927	-0.3375568	-1.2706398	Autosome	Autosome	ENST00000382988
RP11-422N16.3	-6.17924438	-0.32498527	-1.24714354	Autosome	Autosome	ENST00000499579
RP11-426L16.10	-5.39185944	-1.15006792	-1.76528061	Autosome	Autosome	ENST00000606505
RP11-468E2.6	-1.65914321	-0.07092161	-0.74401931	Autosome	Autosome	ENST00000558325
RP11-47I22.4	-2.06204881	-0.00288998	-0.7913611	Autosome	Autosome	ENST00000556347
RP11-484M3.5	-6.0772774	-0.23672274	-1.16780278	Autosome	Autosome	ENST00000490594
RP11-508N12.4	-2.71339705	-0.00433015	-0.82070353	Autosome	Autosome	ENST00000451160
RP11-514O12.4	-6.17880413	-2.11081457	-3.64836348	Autosome	Autosome	ENST00000507747
RP11-527L4.2	-6.22153836	-0.36628535	-1.327031	Autosome	Autosome	ENST00000565120
RP11-529K1.3	-5.89056334	-1.38498296	-1.95948091	Autosome	Autosome	ENST00000567706
RP11-565P22.6	-5.32936121	-0.00858451	-0.92727977	Autosome	Autosome	ENST00000431696
RP11-571M6.15	-6.10622118	-1.44242714	-2.38982895	Autosome	Autosome	ENST00000546504
RP11-58C22.1	-6.00030869	-0.20270194	-1.11371176	Autosome	Autosome	ENST00000563764
RP11-598P20.5	-1.68825806	-0.33957208	-1.03827557	Autosome	Autosome	ENST00000534420
RP11-599B13.6	-3.20226747	-0.0068172	-0.81715356	Autosome	Autosome	ENST00000498285
RP11-603J24.9	-3.75474467	-0.01441774	-0.86344901	Autosome	Autosome	ENST00000548861
RP11-618P17.4	-6.18617653	-2.09824088	-3.77122264	Autosome	Autosome	ENST00000592740
RP11-644F5.10	-5.73321764	-0.42633695	-1.38024918	Autosome	Autosome	ENST00000550412
RP11-664I21.6	-6.17173421	-0.31986939	-1.25937509	Autosome	Autosome	ENST00000524433
RP11-706O15.1	-5.76006063	-0.1912586	-1.04002733	non-par X	X (Other non-PAR)	ENST00000425492
RP11-712L6.5	-6.20164327	-0.3494328	-1.36403447	Autosome	Autosome	ENST00000524964
RP11-724O16.1	-6.14426497	-2.21123937	-3.53347155	Autosome	Autosome	ENST00000513963
RP11-73M18.2	-5.7050947	-1.61282294	-2.19838739	Autosome	Autosome	ENST00000472726
RP11-762I7.5	-1.02671463	-0.06367415	-0.51672883	Autosome	Autosome	ENST00000546837
RP11-770J1.5	-6.1818636	-1.16048787	-2.63118939	Autosome	Autosome	ENST00000534438
RP11-77K12.1	-6.12027096	-1.19687589	-1.90420915	Autosome	Autosome	ENST00000567194
RP11-793H13.10	-1.39718333	-0.29633242	-0.87941527	Autosome	Autosome	ENST00000591834
RP11-812E19.9	-6.17218502	-1.78645508	-2.95938285	Autosome	Autosome	ENST00000558425
RP11-831H9.11	-5.33794283	-0.00512191	-0.92832223	Autosome	Autosome	ENST00000528405
RP11-834C11.12	-6.22723154	-2.39215277	-3.79070001	Autosome	Autosome	ENST00000513209
RP11-872D17.8	-6.09662402	-1.42490947	-2.01925697	Autosome	Autosome	ENST00000529411
RP11-89K11.1	-6.12726773	-0.27163418	-1.22338082	Autosome	Autosome	ENST00000560292
RP11-944L7.5	-5.56380188	-0.02840636	-0.96766702	Autosome	Autosome	ENST00000419137
RP11-96O20.4	-6.1695138	-2.10577624	-3.17127548	Autosome	Autosome	ENST00000564080
RP11-977G19.10	-5.91247079	-1.52012725	-2.08853349	Autosome	Autosome	ENST00000549318
RP11-9B6.1	-6.21019439	-0.37761511	-1.64354311	Autosome	Autosome	ENST00000504213
RP13-512J5.1	-6.05016543	-0.22779971	-1.15305938	Autosome	Autosome	ENST00000438485
RP1L1	-6.15949462	-1.99031004	-5.20508547	Autosome	Autosome	ENST00000382483
RP2	-1.58208556	-0.03410917	-0.60708838	non-par X	X (Other non-PAR)	ENST00000218340
RP4-539M6.19	-6.04414979	-1.73547992	-2.32951992	Autosome	Autosome	ENST00000439838
RP4-559A3.7	-5.13539925	-1.19554654	-1.78619262	Autosome	Autosome	ENST00000432920
RP4-576H24.4	-6.22498828	-0.79380193	-1.77092475	Autosome	Autosome	ENST00000567028
RP4-583P15.14	-6.1763869	-0.32041897	-1.2949167	Autosome	Autosome	ENST00000467211
RP5-1052I5.2	-1.30182474	-0.08938676	-0.63823487	Autosome	Autosome	ENST00000370548
RP5-850E9.3	-6.15705505	-0.3095507	-1.29603807	Autosome	Autosome	ENST00000488788
RP6-24A23.6	-5.82120481	-0.25629162	-1.06779806	non-par X	X (Other non-PAR)	ENST00000563887
RP9	-1.70495228	-0.34052006	-1.01964922	Autosome	Autosome	ENST00000297157
RPA1	-1.66692071	-0.89598147	-1.30609002	Autosome	Autosome	ENST00000254719
RPA2	-5.92494179	-1.35342985	-1.9245329	Autosome	Autosome	ENST00000373912
RPA3	-6.241512	-2.43083357	-3.81517629	Autosome	Autosome	ENST00000223129
RPAIN	-6.12083461	-1.98957642	-4.95593261	Autosome	Autosome	ENST00000405578
RPAP1	-5.98337451	-2.02284271	-3.38190011	Autosome	Autosome	ENST00000304330
RPAP2	-5.90758623	-1.67166468	-2.42204183	Autosome	Autosome	ENST00000610020
RPAP3	-3.81188342	-1.16534001	-1.81199543	Autosome	Autosome	ENST00000005386
RPE	-6.20636211	-2.25899778	-3.5359639	Autosome	Autosome	ENST00000359429
RPE65	-6.14849185	-2.22295323	-3.53455586	Autosome	Autosome	ENST00000262340
RPF1	-6.15644182	-2.14795208	-3.47678183	Autosome	Autosome	ENST00000370654
RPF2	-6.0566027	-1.67818147	-2.30723479	Autosome	Autosome	ENST00000441448
RPGR	-1.13355458	-0.05645418	-0.41924537	non-par X	X (Other non-PAR)	ENST00000378505
RPGRIP1	-5.64807123	-1.73814463	-2.53297829	Autosome	Autosome	ENST00000400017
RPGRIP1L	-5.80725917	-1.94159547	-3.19540397	Autosome	Autosome	ENST00000379925
RPH3A	-1.59358632	-0.8526143	-1.24017127	Autosome	Autosome	ENST00000389385
RPH3AL	-6.17759785	-2.22000287	-3.56066744	Autosome	Autosome	ENST00000331302
RPIA	-3.13044725	-0.82908024	-1.54937644	Autosome	Autosome	ENST00000283646
RPL10	-1.73623508	-0.00557935	-0.59491535	non-par X	X (Other non-PAR)	ENST00000424325
RPL10A	-1.66935746	-0.06991159	-0.76755465	Autosome	Autosome	ENST00000322203
RPL10L	-5.58973613	-0.63464416	-1.50055165	Autosome	Autosome	ENST00000298283
RPL11	-1.68845315	-0.07016201	-0.77331357	Autosome	Autosome	ENST00000374550
RPL12	-1.83207896	-0.33118393	-1.1002266	Autosome	Autosome	ENST00000361436
RPL13	-1.61350151	-0.07923442	-0.73479637	Autosome	Autosome	ENST00000393099
RPL13A	-5.68036675	-1.2735569	-1.8630275	Autosome	Autosome	ENST00000391857
RPL14	-1.46430647	-0.0991778	-0.65457649	Autosome	Autosome	ENST00000396203
RPL15	-1.39798849	-0.09483206	-0.73934983	Autosome	Autosome	ENST00000307839
RPL17	-1.40800177	-0.09395403	-0.71973904	Autosome	Autosome	ENST00000418495
RPL17-C18orf32	-1.68650175	-0.33672951	-1.04407284	Autosome	Autosome	ENST00000584895
RPL18	-1.5353678	-0.08730455	-0.72961126	Autosome	Autosome	ENST00000549920
RPL18A	-1.30356084	-0.09072883	-0.5981173	Autosome	Autosome	ENST00000222247
RPL19	-1.36462216	-0.09713634	-0.64119397	Autosome	Autosome	ENST00000225430
RPL21	-1.43356628	-0.08802262	-0.75107727	Autosome	Autosome	ENST00000311549
RPL22	-6.13487728	-0.68233261	-1.59237325	Autosome	Autosome	ENST00000234875
RPL22L1	-5.88852566	-0.49468417	-1.42745375	Autosome	Autosome	ENST00000295830
RPL23	-1.63627593	-0.07168839	-0.73458881	Autosome	Autosome	ENST00000479035
RPL23A	-2.69494704	-0.00509506	-0.80934729	Autosome	Autosome	ENST00000422514
RPL24	-1.44214291	-0.09221541	-0.66824311	Autosome	Autosome	ENST00000394077
RPL26	-1.50814344	-0.08952131	-0.82178743	Autosome	Autosome	ENST00000584164
RPL26L1	-6.2020273	-2.29314196	-3.67147711	Autosome	Autosome	ENST00000521476
RPL27	-3.75099871	-0.00621944	-0.82974311	Autosome	Autosome	ENST00000589913
RPL27A	-2.1182093	-0.00312415	-0.78384915	Autosome	Autosome	ENST00000314138
RPL28	-5.64067728	-0.04150792	-0.9894661	Autosome	Autosome	ENST00000558815
RPL29	-1.74247611	-0.05775618	-0.7578836	Autosome	Autosome	ENST00000466397
RPL3	-1.29595762	-0.0924864	-0.63693216	Autosome	Autosome	ENST00000216146
RPL30	-5.21356547	-0.00395779	-0.9088174	Autosome	Autosome	ENST00000521291
RPL31	-3.58445906	-0.00187025	-0.84070764	Autosome	Autosome	ENST00000409028
RPL32	-4.43915312	-0.00011821	-0.8568491	Autosome	Autosome	ENST00000429711
RPL34	-5.29851517	-0.51714052	-1.44515936	Autosome	Autosome	ENST00000394668
RPL35	-3.04089441	-0.00282706	-0.82309052	Autosome	Autosome	ENST00000348462
RPL35A	-1.8624407	-0.0366817	-0.82695549	Autosome	Autosome	ENST00000464167
RPL36	-5.80969432	-0.10859018	-1.02064644	Autosome	Autosome	ENST00000577222
RPL36A	-4.98902441	-0.01292475	-0.7282586	non-par X	X (Other non-PAR)	ENST00000427805
RPL36A-HNRNPH2	-5.86434199	-0.67550799	-1.64990288	non-par X	X (Other non-PAR)	ENST00000409170
RPL36AL	-6.22479255	-2.21342283	-4.00317334	Autosome	Autosome	ENST00000298289
RPL37	-6.23109099	-2.28466446	-4.31520431	Autosome	Autosome	ENST00000274242
RPL37A	-4.06060387	-0.00829841	-0.85772398	Autosome	Autosome	ENST00000491306
RPL38	-4.47640405	-0.01130909	-0.8868179	Autosome	Autosome	ENST00000311111
RPL39	-5.51575448	-0.04326541	-0.83804693	non-par X	X (Other non-PAR)	ENST00000361575
RPL3L	-6.10528406	-2.35427138	-3.6052646	Autosome	Autosome	ENST00000268661
RPL4	-1.08871464	-0.07576017	-0.47005898	Autosome	Autosome	ENST00000307961
RPL41	-6.02715767	-0.199546	-1.11315256	Autosome	Autosome	ENST00000546591
RPL5	-1.26106888	-0.09273498	-0.59799151	Autosome	Autosome	ENST00000370321
RPL6	-1.26769266	-0.08895981	-0.6161835	Autosome	Autosome	ENST00000424576
RPL7	-1.20567321	-0.08281445	-0.53236296	Autosome	Autosome	ENST00000352983
RPL7A	-1.34461619	-0.09264832	-0.69342762	Autosome	Autosome	ENST00000323345
RPL7L1	-6.07493479	-1.8538401	-2.82216643	Autosome	Autosome	ENST00000493763
RPL8	-1.53653214	-0.08679964	-0.70226315	Autosome	Autosome	ENST00000262584
RPL9	-1.69717248	-0.06820709	-0.72159748	Autosome	Autosome	ENST00000449470
RPLP0	-1.3782679	-0.09907949	-0.61190297	Autosome	Autosome	ENST00000551150
RPLP1	-5.65083422	-0.04685952	-0.97408176	Autosome	Autosome	ENST00000260379
RPLP2	-5.80926203	-0.10323588	-1.05547821	Autosome	Autosome	ENST00000321153
RPN1	-1.68781552	-0.54676576	-1.15078935	Autosome	Autosome	ENST00000296255
RPN2	-1.99421482	-1.00539007	-1.45605814	Autosome	Autosome	ENST00000237530
RPP21	-6.10864501	-0.96203495	-1.73949529	Autosome	Autosome	ENST00000433076
RPP25	-6.20613953	-1.91973823	-4.21746432	Autosome	Autosome	ENST00000322177
RPP25L	-5.31089108	-0.00422323	-0.92712198	Autosome	Autosome	ENST00000297613
RPP30	-6.09171463	-1.93964078	-2.83287652	Autosome	Autosome	ENST00000413330
RPP38	-6.17524475	-1.7825515	-3.09615594	Autosome	Autosome	ENST00000378197
RPP40	-6.09426102	-1.88704599	-2.87277977	Autosome	Autosome	ENST00000380051
RPRD1A	-1.37078627	-0.09249428	-0.65588173	Autosome	Autosome	ENST00000399022
RPRD1B	-1.49650671	-0.31302343	-0.89820058	Autosome	Autosome	ENST00000373433
RPRD2	-0.9423261	-0.0609478	-0.4208148	Autosome	Autosome	ENST00000369068
RPRM	-6.16879549	-1.03210902	-2.22807133	Autosome	Autosome	ENST00000325926
RPRML	-6.14224617	-0.28804227	-1.23294838	Autosome	Autosome	ENST00000322329
RPS10	-1.39087079	-0.09715164	-0.71194467	Autosome	Autosome	ENST00000326199
RPS10-NUDT3	-1.25814957	-0.08934751	-0.57171027	Autosome	Autosome	ENST00000605528
RPS11	-1.62948278	-0.07621356	-0.70986196	Autosome	Autosome	ENST00000270625
RPS12	-4.86430866	-0.00470438	-0.88043399	Autosome	Autosome	ENST00000230050
RPS13	-1.44860124	-0.09793781	-0.74452046	Autosome	Autosome	ENST00000525634
RPS14	-1.7787611	-0.05261328	-0.80228566	Autosome	Autosome	ENST00000401695
RPS15	-5.501169	-0.00939731	-0.93537697	Autosome	Autosome	ENST00000586686
RPS15A	-5.40668456	-0.00837153	-0.91174479	Autosome	Autosome	ENST00000322989
RPS16	-6.15941981	-2.08557384	-4.31427729	Autosome	Autosome	ENST00000251453
RPS18	-1.40579649	-0.09852575	-0.69639018	Autosome	Autosome	ENST00000439602
RPS19	-2.4148651	-0.010513	-0.79749055	Autosome	Autosome	ENST00000598742
RPS19BP1	-6.08121725	-1.4845991	-2.11717401	Autosome	Autosome	ENST00000334678
RPS2	-2.07751947	-0.00593314	-0.80694652	Autosome	Autosome	ENST00000343262
RPS20	-5.81327088	-0.75020013	-1.56286745	Autosome	Autosome	ENST00000519807
RPS21	-6.15410654	-1.65739771	-2.35670505	Autosome	Autosome	ENST00000343986
RPS23	-5.13864396	-0.02045482	-0.89040598	Autosome	Autosome	ENST00000296674
RPS25	-4.17919422	-0.0050429	-0.86012142	Autosome	Autosome	ENST00000527673
RPS26	-3.75791945	-0.00593828	-0.83749166	Autosome	Autosome	ENST00000356464
RPS27	-5.63614541	-0.04492991	-0.98622663	Autosome	Autosome	ENST00000368567
RPS27A	-2.19634879	-0.00252174	-0.82115425	Autosome	Autosome	ENST00000272317
RPS27L	-5.60718386	-0.04067863	-0.96890188	Autosome	Autosome	ENST00000330964
RPS28	-5.81029996	-0.09791949	-1.0252062	Autosome	Autosome	ENST00000600659
RPS29	-5.75632386	-0.08367978	-1.06073255	Autosome	Autosome	ENST00000396020
RPS3	-1.46040244	-0.0950867	-0.67634807	Autosome	Autosome	ENST00000278572
RPS3A	-6.13759248	-2.27952473	-3.15085994	Autosome	Autosome	ENST00000274065
RPS4X	-1.51631557	-0.03947599	-0.58198849	non-par X	X (Y-homolog, non-PAR)	ENST00000316084
RPS5	-1.70201191	-0.06670222	-0.7868165	Autosome	Autosome	ENST00000596046
RPS6	-1.62309105	-0.08145302	-0.73183156	Autosome	Autosome	ENST00000380394
RPS6KA1	-2.86832722	-1.18248619	-1.68568604	Autosome	Autosome	ENST00000531382
RPS6KA2	-1.60820619	-0.8582358	-1.25381087	Autosome	Autosome	ENST00000503859
RPS6KA3	-0.93455622	-0.04356552	-0.31516963	non-par X	X (Other non-PAR)	ENST00000379565
RPS6KA4	-1.03522219	-0.06499172	-0.45244826	Autosome	Autosome	ENST00000334205
RPS6KA5	-1.27460034	-0.25653399	-0.78051336	Autosome	Autosome	ENST00000261991
RPS6KA6	-1.39190355	-0.23252915	-0.84344529	non-par X	X (Other non-PAR)	ENST00000262752
RPS6KB1	-1.04398382	-0.06948335	-0.44679139	Autosome	Autosome	ENST00000225577
RPS6KB2	-6.05716726	-2.10583651	-2.97719483	Autosome	Autosome	ENST00000312629
RPS6KC1	-2.97927527	-1.38172187	-1.81653329	Autosome	Autosome	ENST00000366960
RPS6KL1	-6.14397658	-2.1813212	-3.35902938	Autosome	Autosome	ENST00000555647
RPS7	-1.73475481	-0.05912482	-0.75454438	Autosome	Autosome	ENST00000304921
RPS8	-1.336707	-0.09239511	-0.65609026	Autosome	Autosome	ENST00000396651
RPS9	-4.24176068	-0.01068558	-0.90338966	Autosome	Autosome	ENST00000302907
RPSA	-1.58312384	-0.08174558	-0.75821564	Autosome	Autosome	ENST00000301821
RPSAP58	-5.58774203	-0.03695382	-1.01345612	Autosome	Autosome	ENST00000496398
RPTN	-6.12570967	-2.00804241	-3.52352492	Autosome	Autosome	ENST00000316073
RPTOR	-1.00232677	-0.16762453	-0.5724285	Autosome	Autosome	ENST00000306801
RPUSD1	-6.15707312	-1.99206969	-4.2237693	Autosome	Autosome	ENST00000561734
RPUSD2	-5.40615216	-1.18825953	-1.80787916	Autosome	Autosome	ENST00000315616
RPUSD3	-6.08877557	-1.96648724	-2.73459809	Autosome	Autosome	ENST00000383820
RPUSD4	-6.14832254	-2.28636421	-3.62285552	Autosome	Autosome	ENST00000298317
RQCD1	-1.28285245	-0.09336078	-0.62445488	Autosome	Autosome	ENST00000273064
RRAD	-1.71218967	-0.06342857	-0.7615078	Autosome	Autosome	ENST00000299759
RRAGA	-2.23631696	-0.00532256	-0.83757032	Autosome	Autosome	ENST00000380527
RRAGB	-1.24466491	-0.05918643	-0.42530371	non-par X	X (Other non-PAR)	ENST00000262850
RRAGC	-1.40346522	-0.09767263	-0.7379118	Autosome	Autosome	ENST00000373001
RRAGD	-5.87720732	-1.23202514	-1.8442877	Autosome	Autosome	ENST00000369415
RRAS	-5.99924549	-1.25544831	-1.89206178	Autosome	Autosome	ENST00000246792
RRAS2	-1.77497343	-0.04960709	-0.77339445	Autosome	Autosome	ENST00000256196
RRBP1	-3.89673895	-1.4076939	-1.89826497	Autosome	Autosome	ENST00000377807
RREB1	-1.18997709	-0.22848414	-0.70741648	Autosome	Autosome	ENST00000379938
RRH	-6.23737294	-2.38155794	-3.75713464	Autosome	Autosome	ENST00000317735
RRM1	-0.95303473	-0.05737049	-0.46879349	Autosome	Autosome	ENST00000300738
RRM2	-1.27659528	-0.08919595	-0.60929988	Autosome	Autosome	ENST00000360566
RRM2B	-5.96839615	-1.63429082	-2.24106557	Autosome	Autosome	ENST00000251810
RRN3	-3.51048398	-1.19130642	-1.75743179	Autosome	Autosome	ENST00000198767
RRNAD1	-6.08654477	-1.98854315	-2.87858971	Autosome	Autosome	ENST00000368216
RRP1	-5.6528339	-1.26872092	-1.85293784	Autosome	Autosome	ENST00000497547
RRP12	-2.25529788	-1.50490686	-1.79616602	Autosome	Autosome	ENST00000370992
RRP15	-1.77325181	-0.04896452	-0.79134858	Autosome	Autosome	ENST00000366932
RRP1B	-2.42809659	-1.3208431	-1.7034119	Autosome	Autosome	ENST00000340648
RRP36	-6.16541099	-2.23246114	-3.45076221	Autosome	Autosome	ENST00000244496
RRP7A	-6.17002861	-2.13177487	-3.09606091	Autosome	Autosome	ENST00000323013
RRP8	-6.15570762	-2.25188479	-3.65333632	Autosome	Autosome	ENST00000254605
RRP9	-2.05556506	-1.0208227	-1.47770894	Autosome	Autosome	ENST00000232888
RRS1	-1.85672955	-0.03426841	-0.77850359	Autosome	Autosome	ENST00000320270
RS1	-1.66393659	-0.02372187	-0.5342865	non-par X	X (Other non-PAR)	ENST00000379984
RSAD1	-6.08905247	-1.90729302	-2.98408245	Autosome	Autosome	ENST00000258955
RSAD2	-6.10956804	-1.80895504	-2.78371866	Autosome	Autosome	ENST00000382040
RSBN1	-1.63149782	-0.8010107	-1.21694518	Autosome	Autosome	ENST00000261441
RSBN1L	-1.06943533	-0.07314693	-0.50964427	Autosome	Autosome	ENST00000334955
RSC1A1	-6.20077107	-2.30338367	-3.63329785	Autosome	Autosome	ENST00000345034
RSF1	-0.79298516	-0.04395492	-0.3444159	Autosome	Autosome	ENST00000308488
RSG1	-6.15025203	-2.0286075	-4.51480721	Autosome	Autosome	ENST00000375599
